estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo
O Passo pizzajazz,1837936,restaurante-review,izabelmoreiramatos,2020-11-09,2020-11-14,5.0,"Jantar romântico ","Vale muito a pena ir a esse restaurante, o ambiente é muito acolhedor.Atendimento perfeito, desde a portaria passando pelos garçons, sommelier e cozinha. A entrada sugerida foi maravilhosa e diferente, e o prato principal estava divino. O vinho sugerido tb foi muito bom. O interessante...Mais"
O Passo pizzajazz,1837936,restaurante-review,val_riak372,2020-11-08,2020-11-14,5.0,"Ambiente seguro e pizzas deliciosas.","Mesmo em tempo de pandemia, o restaurante está bem preparado para receber os clientes, ambiente na área externa muito agradável e a Pizza Juzeiro tem uma combinação perfeita."
O Passo pizzajazz,1837936,restaurante-review,gabrieltorres,2020-11-08,2020-09-14,5.0,"Excelente ","O restaurante oferece um cardápio variado e muito interessante. Os pratos são muito saborosos e o atendimento é muito rápido. O visual do lugar encanta. Ponto de visita obrigatório na cidade."
O Passo pizzajazz,1837936,restaurante-review,608iaras,2020-11-07,2020-11-14,5.0,"Atendimento impecável","Atendimento excelente. Ambiente aconchegante. A comida veio muito rápido e estava excelente. Ótima escolha!"
O Passo pizzajazz,1837936,restaurante-review,Decio14,2020-11-06,2020-11-14,5.0,"Excelente!","Experiência incrível! O atendimento, a música, o ambiente e especialmente a comida! Sem falar do ótimo custo benefício.
Optamos pelos pratos executivos . Qualidade impressionante! Não vemos a hora de voltar."
O Passo pizzajazz,1837936,restaurante-review,thaynanl2020,2020-11-04,2020-11-14,5.0,"Excelente!","Pizza excelente! Sugestões de vinho super acertadas. Ambiente super agradável. Melhor jantar de Ouro Preto."
Santa Matula - Casa Bistrô,14140408,restaurante-review,Cesar25602,2021-01-11,2020-09-14,5.0,"Melhor de Ouro Preto!","Eu e minha esposa estivemos na Santa Matula em setembro de 2020, após termos visto um vídeo no YouTube, totalmente por acaso, num canal chamado Viver - Curitiba que inspira. Chegamos cedo e fomos recebidos pela Adriana, que nos acomodou na sala da sua própria...casa, onde nos serviu uma entrada deliciosa e onde degustamos uma cerveja artesanal bem gelada. Vale um registro a respeito da casa: antiga, é verdade, mas com uma vista deslumbrante do belo cenário de Ouro Preto. A comida (carne de lata, tutu, arroz, couve e torresmo) estava maravilhosa, na quantidade certa, sem economia. Tudo feito com muito capricho e cuidado! Queremos voltar logo!Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,thiagol422,2021-01-11,2021-01-14,5.0,"Simplesmente incrível","A experiência de jantar é indescritível. Sensação de voltar no tempo ao experimentar deliciosa comida dentro de um casarão colonial de 200 anos de idade. Chef Adriana além de excelente cozinheira é uma anfitriã maravilhosa. Desde o primeiro minuto nos sentimos como se fôssemos da...família. Queria poder dar 10 estrelas. Um dia voltarei com certeza.Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,jpvtraveler,2021-01-10,2021-01-14,5.0,"Excelente escolha!","Excelente escolha! Ambiente muito agradável e a proposta de passar um tempo na sala do casarão permite experimentar uma Ouro Preto de outros tempos, em especial aproveitar da vista das sacadas do imóvel. Os pratos, de igual forma, impecáveis, assim como a atenção dispensada pela...Adriana. É preciso reservar com antecedência e já escolher o prato que será servido. Recomendo fortemente e espero voltar mais vezes.Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,132janainar,2021-01-08,2021-01-14,5.0,"Jantar Maravilhoso","Ambiente acolhedor e intimista, comida deliciosa, música agradável, lugar perfeito para apreciar a comida da chef Adriana."
Santa Matula - Casa Bistrô,14140408,restaurante-review,luizfernandop41,2021-01-07,2021-01-14,5.0,"Experiência incrível","Comida extremamente saborosa e bem servida, espaço incrível e experiência exclusiva e super individual. Atendimento excelente e muito bem localizado. O custo benefício é muito compatível com a experiência oferecida."
Santa Matula - Casa Bistrô,14140408,restaurante-review,860osmarl,2020-12-29,2020-12-14,5.0,"Jantar em família na cidade de Ouro Preto MG.","Experiência sensacional em Ouro Preto - MG. Jantar personalizado. O restaurante é a própria residência dos proprietários, casa bicentenária ao lado da feira de artesanato. Fomos recebidos na sala de estar da casa onde foram servidas as bebidas e entrada. Depois seguimos para a sala...de jantar onde tudo já estava pronto. Comida mineira tradicional perfeitamente temperada. Ingredientes de primeira. Me senti jantando na casa de um parente ou amigo próximo. Muito aconchegante. Preço justo. Altamente recomendável.Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,R375VVcrisb,2020-12-27,2020-12-14,5.0,"Uma experiência deliciosa","Me senti acolhida, a Adriana é muito simpática e atenciosa. O ambiente é aconchegante e a comida deliciosa, desde a entrada de batata com molho de queijo, ao prato principal de Carbonara caipira e fechando com chave de ouro a sobremesa de banana flambada com...sorvete que é de coner rezando.Ameiii quero voltar mais vezes!Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,Marcos O,2020-12-22,2020-12-14,5.0,"Santa Matula... Experiência única e especial!!!..","Tivemos o privilégio de conhecer e almoçar no Santa Matula. Uma experiência gastronômica única. Você é recepcionado, acolhido e tratado carinho e simpatia do início ao fim. E o que falar da comida?.. Delicadeza de sabores, temperos, aroma, harmonia, capricho, amor colocado em cada detalhe....Optamos pelo prato Chico Rei, tipicamente mineiro, que vem com a famosa carne da lata, couve, torresmo, tutu de feijão, ovos cozidos, arroz... Simplesmente divino! Se está procurando um local especial para almoçar ou jantar, não deixe de reservar o seu horário, pois a comida é feita com exclusividade para você. Adriana e Dona Ana, vocês são pessoas especiais e que dominam a arte de receber e encantar as pessoas.  Muito obrigado por nos receber em sua casa e nos oferecer uma das melhores experiências gastronômicas que já tivemos a oportunidade de ter. Voltaremos sempre é indicamos com louvor o Santa Matula. Parabéns! Forte abraço! Marcos e Karina - Rio de JaneiroMais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,catarinalmeida94,2020-12-21,2020-12-14,5.0,"Adriana é muito simpática e apaixonada pelo o que faz","O frango caipira com quiabo, tutu, arroz e angu estava divinamente incrível! A ambrosia de sobremesa foi a melhor que comemos na vida. Experiência maravilhosa, recomendo a todes."
Santa Matula - Casa Bistrô,14140408,restaurante-review,tiagocoutosax,2020-12-21,2020-12-14,5.0,"Recomendo ","Lugar familiar, muito acolhedor, muito vem localizado, à metros da Praça Tiradentes. Comida mineira extremamente saborosa e preparada com muito cuidado!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,andersoniorioo,2020-12-08,2020-11-14,5.0,"Ótima Experência!","Todo mundo que for a Ouro Preto precisa ter essa experiencia maravilhosa que é comer uma comidinha mineira, feita na hora e especialmente e exclusivamente pra você. As meninas abrem sua casa, que por sinal é um show a parte, lindíssima... uma construção dos séculos...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,llisboa,2020-11-29,2020-11-14,5.0,"Uma Experiência diferenciada,","Uma Experiência diferenciada, Adriana e sua mãe te fazem sentir em casa, com uma ótima comida e muito carinho! A casa é um espetáculo à parte, voltarei sempre!!!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,annapfelicio,2020-11-23,2020-11-14,5.0,"Afável","Experiência incrível! Ótimo atendimento, comida deliciosa, ambiente aconchegante e intimista. Tem uma sacada com vista linda de OP. Tudo preparado com muito carinho. Além de servirem uma cachaça maravilhosa de cortesia. Voltarei com toda certeza.Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,DaniAndre2020,2020-11-18,2020-11-14,5.0,"Experiencia inesquecivel das delicias da cozinha mineira","Foi uma surpresa deliciosa ao chegar ao Santa Matula, ser recebido pela cordial Adriana e provar das delicias da cozinha mineira.  Da entrada as deliciosas sobremesas, tudo estava impecável... o set up da mesa, a cachaça oferecida como cortesia, ao tutu, carne de lata... simplesmente...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,ellenvasques,2020-11-04,2020-11-14,5.0,"Impecável","Um lugar maravilhoso! Uma volta no tempo com um tempero incrível, um atendimento que te faz sentir acolhido e especial! Eu ameiiii e vou voltar com toda a certeza!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,Jordandiniz,2020-11-02,2020-11-14,5.0,"Almoço em Ouro Preto","Experiência incrível, a começar pelo atendimento das proprietárias e simpatia, o almoço estava fantástico e experimentamos o angu de milho verde e a costelinha com ora pro nóbis tudo muito saboroso e a lembrança da comida da casa da avó foi inevitável.  O ambiente é...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,leandraelisa,2020-11-01,2020-10-14,5.0,"Santa Matula - Ouro Preto/MG","Excelente experiência do início ao fim! Sem dúvidas, o melhor angu de milho verde você encontra no Santa Matula! Fora o atendimento individual e excepcional. Voltarei mais vezes!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,eurodrigo,2020-09-11,2020-09-14,5.0,"Muito bom!","Fomos para jantar, comemorar 15 anos  de casados. Tudo perfeito, experiência incrível! Atendimento excepcional da Adriana!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,costadella,2020-03-09,2020-01-14,5.0,"Experiência incrível!!!","Atendimento, comida e ambiente excepcionais!!! Vale muito a pena. Uma experiência gastronômica incrível."
Santa Matula - Casa Bistrô,14140408,restaurante-review,tatianethalya,2020-03-01,2020-02-14,5.0,"Experiência única!!!","Cada detalhe fez com que voltássemos no tempo em pleno século XXI. A experiência começa logo na entrada onde não há campainha  e sim puxadores antigos de ferro. A receptividade da Adriana foi super acolhedora e o ambiente da casa nos fez viajar  no tempo...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,Daniellacosta25,2020-02-15,2020-02-14,5.0,"De volta ao aconchego","Voltei ao Santa Matula em fevereiro.  Eu havia feito uma primeira visita sozinha em 2018 ... e decidi voltar com família e amigos para uma comemoração!  O lugar atende bem uma ou oito pessoas. Marcamos com antecedência como manda o figurino!  A comida estava estava...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,juliomarcal,2020-02-13,2020-02-14,5.0,"Experiência maravilhosa","Incrível atendimento e comida. Almoçamos e também fizemos a oficina de pão de queijo. Ambos recomendados, imersão na culinária mineira de verdade e sem frescura. Reservem 2h do passeio e se encantem!!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,ritaursine,2020-02-06,2020-02-14,5.0,"Jantar comemoração aprovação UFOP","Comida maravilhosa, ambiente familiar super aconchegante. Mas vale lembrar que o atendimento é feito sob reserva, assim como a escolha do cardápio. Vale super a pena experimentar."
Santa Matula - Casa Bistrô,14140408,restaurante-review,claudiacW1258TP,2020-02-02,2020-02-14,5.0,"Uma experiência gastronômica muito feliz.","Uma experiência gastronômica maravilhosa! Uma boa surpresa, agradou toda família. A casa acolhedora é muito agradável, as anfitriãs são muito gentis e com mãos de fada. Que delícia!!! Necessário reservar por ser muito exclusivo. Valeu muito, voltarei sempre que vier em Ouro Preto! Super recomendo!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,Marcus Daniel M,2020-01-31,2020-01-14,5.0,"Delícia de tarde","No fim do dia cheguei para a oficina de pão de queijo onde aprendi os truques para preparar essa iguaria ícone de nossa cozinha mineira. A receptividade da Adriana e da D. Ana é tão grande que é difícil levantar da mesa depois do delicioso...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,alessandrafonsecag,2020-01-24,2020-01-14,5.0,"Jantar no Santa Matula","A experiência proporcionada no Santa Matula é incrível! O jantar, agendado previamente, é maravilhoso, tudo feito com carinho e excelência! Sem contar o ambiente, um casarão lindo, no centro da cidade, com um ar muito aconchegante! Recomendo a todos que agendem os serviços oferecidos pelo...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,catia k,2020-01-22,2020-01-14,5.0,"experiencia incrivel","Ser atendida exclusivamente, em um ambiente local, um de casarão tipico, incluindo uma incrível vista da torre da Igreja de São Francisco de Assis iluminada a partir da sala de jantar. Comida caseira mineira autêntica feita com carinho, deliciosa, um vinho.... tudo de bom.
Vale...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,Issbelk,2020-01-22,2020-01-14,5.0,"Excelente","A anfitriã literalmente nos abriu as portas da sua linda casa para desfrutarmos de uma experiência gastronômica com uma comida caseira muito saborosa!
Pedimos uma entrada, um prato para compartilhar (normalmente para duas pessoas, mas como éramos em três o fizeram proporcional para nós), sobremesa,...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,Elcio G,2020-01-08,2020-01-14,5.0,"Uma excelente experiência gastronômica em Ouro Preto","Comida e sobremesa divinas. Uma experiência muito especial da autêntica comida caseira mineira. Almoço customizado, comida caseira e em família."
Santa Matula - Casa Bistrô,14140408,restaurante-review,Lucviagens,2020-01-04,2020-01-14,5.0,"Almoço em família","Almoçar no Santa Matula foi uma experiência incrível. Descobri o local na internet. Em função das boas indicações e informações disponíveis, entrei no site, vi fotos do local e o cardápio (com preços atualizados). Escolhi Costela de porco defumada com molho de rapadura temperada com...Mais"
Santa Matula - Casa Bistrô,14140408,restaurante-review,maluacctcc,2020-01-04,2020-01-14,5.0,"Comemorar bodas de ouro dos sogros","Local aconchegante e excelente. A comida excepcional e preparada com muito carinho. E o atendimento perfeito."
Santa Matula - Casa Bistrô,14140408,restaurante-review,Marcella M,2019-12-25,2019-12-14,5.0,"Experiência incrivel","Comida mineira raiz, simpatia e acolhimento! Espaço incrivel para um almoco em família, uma tarde incrivel e inesquecivel! Os sabores ficarão eternizados na minha cabeça! Obrigada por me emocionaram tanto com o poder da boa comida mineira!"
Santa Matula - Casa Bistrô,14140408,restaurante-review,ciceradiana,2019-12-24,2019-12-14,5.0,"Agradável experiência","Agendei um almoço devido às ótimas avaliações do TripAdvisor e ainda assim nos surpreendemos. Lugar aconchegante, ótimo atendimento e a comida estava excelente!  Ótimo tempero. Destaque para o molho de queijo servido com pães quentinhos como entrada. Adorei e volto com certeza!"
